gender,medal,type,year,country,abb
Men,Silver,Swimming,2012,Cuba,CUB
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Netherlands,NED
Men,Silver,Swimming,2012,Hungary,HUN
Men,Silver,Swimming,2012,Canada,CAN
Men,Silver,Swimming,2012,United States of America,USA
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Belarus,BLR
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Spain,ESP
Men,Silver,Swimming,2012,United States of America,USA
Men,Silver,Swimming,2012,Germany,GER
Men,Silver,Swimming,2012,Australia,AUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Hungary,HUN
Men,Silver,Swimming,2012,Brazil,BRA
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,South Africa,RSA
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,France,FRA
Men,Silver,Swimming,2012,Spain,ESP
Men,Silver,Swimming,2012,Australia,AUS
Men,Silver,Swimming,2012,Sweden,SWE
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Great Britain,GBR
Men,Silver,Swimming,2012,Hungary,HUN
Men,Silver,Swimming,2012,Canada,CAN
Men,Silver,Swimming,2012,Spain,ESP
Men,Silver,Swimming,2012,Spain,ESP
Men,Silver,Swimming,2012,Ukraine,UKR
Men,Silver,Swimming,2012,Greece,GRE
Men,Silver,Swimming,2012,Greece,GRE
Men,Silver,Swimming,2012,Ukraine,UKR
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Ukraine,UKR
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Great Britain,GBR
Men,Silver,Swimming,2012,Brazil,BRA
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,United States of America,USA
Men,Silver,Swimming,2012,South Africa,RSA
Men,Silver,Swimming,2012,Great Britain,GBR
Men,Silver,Swimming,2012,Mexico,MEX
Men,Silver,Swimming,2012,Spain,ESP
Men,Silver,Swimming,2012,Colombia,COL
Men,Silver,Swimming,2012,Germany,GER
Men,Silver,Swimming,2012,Germany,GER
Men,Silver,Swimming,2012,Japan,JPN
Men,Silver,Swimming,2012,Australia,AUS
Men,Silver,Swimming,2012,South Africa,RSA
Men,Silver,Swimming,2012,Japan,JPN
Men,Silver,Swimming,2012,Belarus,BLR
Men,Silver,Swimming,2012,New Zealand,NZL
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,United States of America,USA
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Ukraine,UKR
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Australia,AUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Spain,ESP
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Ukraine,UKR
Men,Silver,Swimming,2012,Mexico,MEX
Men,Silver,Swimming,2012,Great Britain,GBR
Men,Silver,Swimming,2012,United States of America,USA
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Ukraine,UKR
Men,Silver,Swimming,2012,Brazil,BRA
Men,Silver,Swimming,2012,Ukraine,UKR
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Women,Silver,Swimming,2012,Ukraine,UKR
Women,Silver,Swimming,2012,Spain,ESP
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,Australia,AUS
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,New Zealand,NZL
Women,Silver,Swimming,2012,China,CHN
Women,Silver,Swimming,2012,Azerbaijan,AZE
Women,Silver,Swimming,2012,Canada,CAN
Women,Silver,Swimming,2012,Ukraine,UKR
Women,Silver,Swimming,2012,Ukraine,UKR
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,South Africa,RSA
Women,Silver,Swimming,2012,France,FRA
Women,Silver,Swimming,2012,New Zealand,NZL
Women,Silver,Swimming,2012,Azerbaijan,AZE
Women,Silver,Swimming,2012,Canada,CAN
Women,Silver,Swimming,2012,Spain,ESP
Women,Silver,Swimming,2012,Australia,AUS
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Canada,CAN
Women,Silver,Swimming,2012,Canada,CAN
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Ukraine,UKR
Women,Silver,Swimming,2012,Brazil,BRA
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Germany,GER
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,New Zealand,NZL
Women,Silver,Swimming,2012,New Zealand,NZL
Women,Silver,Swimming,2012,Azerbaijan,AZE
Women,Silver,Swimming,2012,Australia,AUS
Women,Silver,Swimming,2012,Norway,NOR
Women,Silver,Swimming,2012,China,CHN
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Ukraine,UKR
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,New Zealand,NZL
Women,Silver,Swimming,2012,Ukraine,UKR
Women,Silver,Swimming,2012,Cyprus,CYP
Women,Silver,Swimming,2012,Germany,GER
Women,Silver,Swimming,2012,Netherlands,NED
Women,Silver,Swimming,2012,Spain,ESP
Women,Silver,Swimming,2012,China,CHN
Women,Silver,Swimming,2012,Canada,CAN
Women,Silver,Swimming,2012,Ukraine,UKR
Women,Silver,Swimming,2012,Spain,ESP
Women,Silver,Swimming,2012,Poland,POL
Women,Silver,Swimming,2012,Russia,RUS
Women,Silver,Swimming,2012,Norway,NOR
Women,Silver,Swimming,2012,Germany,GER
Women,Silver,Swimming,2012,Canada,CAN
Women,Silver,Swimming,2012,Russia,RUS
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Canada,CAN
Women,Silver,Swimming,2012,Germany,GER
Women,Silver,Swimming,2012,Azerbaijan,AZE
Women,Silver,Swimming,2012,United States of America,USA
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,China,CHN
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,Russia,RUS
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,United States of America,USA
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Great Britain,GBR
Women,Silver,Swimming,2012,Great Britain,GBR
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,France,FRA
Men,Silver,Swimming,2016,Vietnam,VIE
Men,Silver,Swimming,2016,Colombia,COL
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Australia,AUS
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,Japan,JPN
Men,Silver,Swimming,2016,Azerbaijan,AZE
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,United States of America,USA
Men,Silver,Swimming,2016,Colombia,COL
Men,Silver,Swimming,2016,Colombia,COL
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Australia,AUS
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Netherlands,NED
Men,Silver,Swimming,2016,United States of America,USA
Men,Silver,Swimming,2016,Great Britain,GBR
Men,Silver,Swimming,2016,Netherlands,NED
Men,Silver,Swimming,2016,Great Britain,GBR
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Italy,ITA
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,United States of America,USA
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Italy,ITA
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Great Britain,GBR
Men,Silver,Swimming,2016,Italy,ITA
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Great Britain,GBR
Men,Silver,Swimming,2016,Great Britain,GBR
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Netherlands,NED
Men,Silver,Swimming,2016,Poland,POL
Men,Silver,Swimming,2016,United States of America,USA
Men,Silver,Swimming,2016,Azerbaijan,AZE
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Netherlands,NED
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Spain,ESP
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,Korea,KOR
Men,Silver,Swimming,2016,Colombia,COL
Men,Silver,Swimming,2016,Australia,AUS
Men,Silver,Swimming,2016,Italy,ITA
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,United States of America,USA
Men,Silver,Swimming,2016,Azerbaijan,AZE
Men,Silver,Swimming,2016,Great Britain,GBR
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Italy,ITA
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Japan,JPN
Men,Silver,Swimming,2016,Uzbekistan,UZB
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,United States of America,USA
Men,Silver,Swimming,2016,China,CHN
Men,Silver,Swimming,2016,Hungary,HUN
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Italy,ITA
Women,Silver,Swimming,2016,Brazil,BRA
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,Germany,GER
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,New Zealand,NZL
Women,Silver,Swimming,2016,Sweden,SWE
Women,Silver,Swimming,2016,Germany,GER
Women,Silver,Swimming,2016,Uzbekistan,UZB
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,Spain,ESP
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Spain,ESP
Women,Silver,Swimming,2016,New Zealand,NZL
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,Spain,ESP
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Italy,ITA
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,Czech Republic,CZE
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Spain,ESP
Women,Silver,Swimming,2016,Hungary,HUN
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Netherlands,NED
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,Italy,ITA
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Netherlands,NED
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Norway,NOR
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Spain,ESP
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,Uzbekistan,UZB
Women,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,Spain,ESP
Women,Silver,Swimming,2016,China,CHN
Women,Silver,Swimming,2016,Canada,CAN
Women,Silver,Swimming,2016,Great Britain,GBR
Women,Silver,Swimming,2016,Spain,ESP
Women,Silver,Swimming,2016,Canada,CAN
Women,Silver,Swimming,2016,Sweden,SWE
Women,Silver,Swimming,2016,Uzbekistan,UZB
Women,Silver,Swimming,2016,Great Britain,GBR
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Ukraine,UKR
Men,Silver,Swimming,2016,Ukraine,UKR
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,United States of America,USA
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Australia,AUS
Women,Silver,Swimming,2016,Australia,AUS
Mixed,Silver,Swimming,2016,Brazil,BRA
Mixed,Silver,Swimming,2016,Brazil,BRA
Mixed,Silver,Swimming,2016,Brazil,BRA
Mixed,Silver,Swimming,2016,Brazil,BRA
Mixed,Silver,Swimming,2016,Brazil,BRA
Mixed,Silver,Swimming,2016,Brazil,BRA
Men,Silver,Table Tennis,1980,Korea,KOR
Men,Silver,Table Tennis,1980,Austria,AUT
Men,Silver,Table Tennis,1980,Netherlands,NED
Men,Silver,Table Tennis,1980,Switzerland,SUI
Men,Silver,Table Tennis,1980,Austria,AUT
Men,Silver,Table Tennis,1980,FR Germany,FRG
Men,Silver,Table Tennis,1980,Netherlands,NED
Men,Silver,Table Tennis,1980,Egypt,EGY
Men,Silver,Table Tennis,1980,France,FRA
Men,Silver,Table Tennis,1980,Yugoslavia,YUG
Men,Silver,Table Tennis,1980,Sweden,SWE
Men,Silver,Table Tennis,1980,Netherlands,NED
Women,Silver,Table Tennis,1980,Austria,AUT
Women,Silver,Table Tennis,1980,Great Britain,GBR
Women,Silver,Table Tennis,1980,Sweden,SWE
Women,Silver,Table Tennis,1980,Zimbabwe,ZIM
Women,Silver,Table Tennis,1980,Norway,NOR
Women,Silver,Table Tennis,1980,Sweden,SWE
Men,Silver,Table Tennis,1980,Austria,AUT
Men,Silver,Table Tennis,1980,Austria,AUT
Men,Silver,Table Tennis,1980,Switzerland,SUI
Men,Silver,Table Tennis,1980,Switzerland,SUI
Men,Silver,Table Tennis,1980,United States of America,USA
Men,Silver,Table Tennis,1980,United States of America,USA
Men,Silver,Table Tennis,1980,United States of America,USA
Men,Silver,Table Tennis,1980,Finland,FIN
Men,Silver,Table Tennis,1980,Finland,FIN
Men,Silver,Table Tennis,1980,Austria,AUT
Men,Silver,Table Tennis,1980,Austria,AUT
Men,Silver,Table Tennis,1980,Korea,KOR
Men,Silver,Table Tennis,1980,Korea,KOR
Men,Silver,Table Tennis,1980,FR Germany,FRG
Men,Silver,Table Tennis,1980,FR Germany,FRG
Men,Silver,Table Tennis,1980,FR Germany,FRG
Men,Silver,Table Tennis,1980,Netherlands,NED
Men,Silver,Table Tennis,1980,Netherlands,NED
Men,Silver,Table Tennis,1980,Sweden,SWE
Men,Silver,Table Tennis,1980,Sweden,SWE
Men,Silver,Table Tennis,1980,Sweden,SWE
Men,Silver,Table Tennis,1980,Sweden,SWE
Women,Silver,Table Tennis,1980,Great Britain,GBR
Women,Silver,Table Tennis,1980,Great Britain,GBR
Women,Silver,Table Tennis,1980,France,FRA
Women,Silver,Table Tennis,1980,France,FRA
Women,Silver,Table Tennis,1980,Great Britain,GBR
Women,Silver,Table Tennis,1980,Great Britain,GBR
Women,Silver,Table Tennis,1980,Ireland,IRL
Women,Silver,Table Tennis,1980,Ireland,IRL
Men,Silver,Table Tennis,1984,Austria,AUT
Men,Silver,Table Tennis,1984,FR Germany,FRG
Men,Silver,Table Tennis,1984,FR Germany,FRG
Men,Silver,Table Tennis,1984,FR Germany,FRG
Men,Silver,Table Tennis,1984,Great Britain,GBR
Men,Silver,Table Tennis,1984,France,FRA
Men,Silver,Table Tennis,1984,Great Britain,GBR
Men,Silver,Table Tennis,1984,Belgium,BEL
Men,Silver,Table Tennis,1984,Sweden,SWE
Men,Silver,Table Tennis,1984,Denmark,DEN
Men,Silver,Table Tennis,1984,Netherlands,NED
Men,Silver,Table Tennis,1984,Sweden,SWE
Men,Silver,Table Tennis,1984,United States of America,USA
Men,Silver,Table Tennis,1984,Netherlands,NED
Men,Silver,Table Tennis,1984,Sweden,SWE
Men,Silver,Table Tennis,1984,United States of America,USA
Men,Silver,Table Tennis,1984,Netherlands,NED
Men,Silver,Table Tennis,1984,Korea,KOR
Women,Silver,Table Tennis,1984,Austria,AUT
Women,Silver,Table Tennis,1984,United States of America,USA
Women,Silver,Table Tennis,1984,Hong Kong,HKG
Women,Silver,Table Tennis,1984,Norway,NOR
Women,Silver,Table Tennis,1984,Great Britain,GBR
Women,Silver,Table Tennis,1984,Great Britain,GBR
Women,Silver,Table Tennis,1984,Norway,NOR
Women,Silver,Table Tennis,1984,Great Britain,GBR
Women,Silver,Table Tennis,1984,France,FRA
Women,Silver,Table Tennis,1984,China,CHN
Women,Silver,Table Tennis,1984,France,FRA
Women,Silver,Table Tennis,1984,Hong Kong,HKG
Men,Silver,Table Tennis,1984,France,FRA
Men,Silver,Table Tennis,1984,FR Germany,FRG
Men,Silver,Table Tennis,1984,Austria,AUT
Men,Silver,Table Tennis,1984,United States of America,USA
Men,Silver,Table Tennis,1984,Finland,FIN
Men,Silver,Table Tennis,1984,Austria,AUT
Men,Silver,Table Tennis,1984,Belgium,BEL
Men,Silver,Table Tennis,1984,Belgium,BEL
Men,Silver,Table Tennis,1984,Netherlands,NED
Men,Silver,Table Tennis,1984,Netherlands,NED
Men,Silver,Table Tennis,1984,FR Germany,FRG
Men,Silver,Table Tennis,1984,Hungary,HUN
Men,Silver,Table Tennis,1984,Hungary,HUN
Men,Silver,Table Tennis,1984,Hungary,HUN
Men,Silver,Table Tennis,1984,Yugoslavia,YUG
Men,Silver,Table Tennis,1984,Yugoslavia,YUG
Women,Silver,Table Tennis,1984,Ireland,IRL
Women,Silver,Table Tennis,1984,Hong Kong,HKG
Women,Silver,Table Tennis,1984,United States of America,USA
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,FR Germany,FRG
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,FR Germany,FRG
Men,Silver,Table Tennis,1988,FR Germany,FRG
Men,Silver,Table Tennis,1988,Japan,JPN
Men,Silver,Table Tennis,1988,Sweden,SWE
Men,Silver,Table Tennis,1988,France,FRA
Men,Silver,Table Tennis,1988,FR Germany,FRG
Men,Silver,Table Tennis,1988,FR Germany,FRG
Men,Silver,Table Tennis,1988,France,FRA
Men,Silver,Table Tennis,1988,Hungary,HUN
Men,Silver,Table Tennis,1988,Denmark,DEN
Men,Silver,Table Tennis,1988,Yugoslavia,YUG
Men,Silver,Table Tennis,1988,FR Germany,FRG
Women,Silver,Table Tennis,1988,FR Germany,FRG
Women,Silver,Table Tennis,1988,United States of America,USA
Women,Silver,Table Tennis,1988,FR Germany,FRG
Women,Silver,Table Tennis,1988,Austria,AUT
Women,Silver,Table Tennis,1988,Sweden,SWE
Women,Silver,Table Tennis,1988,Denmark,DEN
Women,Silver,Table Tennis,1988,Belgium,BEL
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,Austria,AUT
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,Switzerland,SUI
Men,Silver,Table Tennis,1988,Switzerland,SUI
Men,Silver,Table Tennis,1988,Norway,NOR
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,Belgium,BEL
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,Korea,KOR
Men,Silver,Table Tennis,1988,France,FRA
Men,Silver,Table Tennis,1988,France,FRA
Men,Silver,Table Tennis,1988,Japan,JPN
Men,Silver,Table Tennis,1988,Japan,JPN
Men,Silver,Table Tennis,1988,Sweden,SWE
Men,Silver,Table Tennis,1988,Sweden,SWE
Women,Silver,Table Tennis,1988,Great Britain,GBR
Women,Silver,Table Tennis,1988,FR Germany,FRG
Women,Silver,Table Tennis,1988,France,FRA
Men,Silver,Table Tennis,1992,Germany,GER
Men,Silver,Table Tennis,1992,Finland,FIN
Men,Silver,Table Tennis,1992,Great Britain,GBR
Men,Silver,Table Tennis,1992,France,FRA
Men,Silver,Table Tennis,1992,France,FRA
Men,Silver,Table Tennis,1992,Denmark,DEN
Men,Silver,Table Tennis,1992,Germany,GER
Men,Silver,Table Tennis,1992,Japan,JPN
Men,Silver,Table Tennis,1992,Germany,GER
Men,Silver,Table Tennis,1992,France,FRA
Men,Silver,Table Tennis,1992,United States of America,USA
Men,Silver,Table Tennis,1992,Germany,GER
Women,Silver,Table Tennis,1992,Germany,GER
Women,Silver,Table Tennis,1992,Germany,GER
Women,Silver,Table Tennis,1992,Switzerland,SUI
Women,Silver,Table Tennis,1992,China,CHN
Women,Silver,Table Tennis,1992,Italy,ITA
Women,Silver,Table Tennis,1992,China,CHN
Men,Silver,Table Tennis,1992,Switzerland,SUI
Men,Silver,Table Tennis,1992,Switzerland,SUI
Men,Silver,Table Tennis,1992,Korea,KOR
Men,Silver,Table Tennis,1992,Korea,KOR
Men,Silver,Table Tennis,1992,Germany,GER
Men,Silver,Table Tennis,1992,Germany,GER
Men,Silver,Table Tennis,1992,Sweden,SWE
Men,Silver,Table Tennis,1992,Sweden,SWE
Men,Silver,Table Tennis,1992,Korea,KOR
Men,Silver,Table Tennis,1992,Korea,KOR
Men,Silver,Table Tennis,1992,Korea,KOR
Men,Silver,Table Tennis,1992,Germany,GER
Men,Silver,Table Tennis,1992,Germany,GER
Men,Silver,Table Tennis,1992,Sweden,SWE
Men,Silver,Table Tennis,1992,Sweden,SWE
Men,Silver,Table Tennis,1992,Sweden,SWE
Men,Silver,Table Tennis,1992,Italy,ITA
Men,Silver,Table Tennis,1992,Italy,ITA
Men,Silver,Table Tennis,1992,France,FRA
Men,Silver,Table Tennis,1992,France,FRA
Men,Silver,Table Tennis,1992,France,FRA
