gender,medal,type,year,country,abb
Women,Bronze,Powerlifting,2012,China,CHN
Women,Bronze,Powerlifting,2012,China,CHN
Women,Bronze,Powerlifting,2012,Turkey,TUR
Women,Bronze,Powerlifting,2012,Egypt,EGY
Women,Bronze,Powerlifting,2012,Nigeria,NGR
Women,Bronze,Powerlifting,2012,Chinese Taipei,TPE
Women,Bronze,Powerlifting,2012,China,CHN
Women,Bronze,Powerlifting,2012,Mexico,MEX
Men,Bronze,Powerlifting,2016,Hungary,HUN
Men,Bronze,Powerlifting,2016,Greece,GRE
Men,Bronze,Powerlifting,2016,China,CHN
Men,Bronze,Powerlifting,2016,Egypt,EGY
Men,Bronze,Powerlifting,2016,Nigeria,NGR
Men,Bronze,Powerlifting,2016,Uzbekistan,UZB
Men,Bronze,Powerlifting,2016,Mongolia,MGL
Men,Bronze,Powerlifting,2016,Mexico,MEX
Men,Bronze,Powerlifting,2016,Iran,IRI
Men,Bronze,Powerlifting,2016,Jordan,JOR
Women,Bronze,Powerlifting,2016,Indonesia,INA
Women,Bronze,Powerlifting,2016,Great Britain,GBR
Women,Bronze,Powerlifting,2016,Vietnam,VIE
Women,Bronze,Powerlifting,2016,China,CHN
Women,Bronze,Powerlifting,2016,China,CHN
Women,Bronze,Powerlifting,2016,Egypt,EGY
Women,Bronze,Powerlifting,2016,Egypt,EGY
Women,Bronze,Powerlifting,2016,Chinese Taipei,TPE
Women,Bronze,Powerlifting,2016,Mexico,MEX
Women,Bronze,Powerlifting,2016,Netherlands,NED
Mixed,Bronze,Rugby,1996,UNKNOWN,UNKNOWN
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2000,New Zealand,NZL
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2004,United States of America,USA
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2008,Canada,CAN
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2012,United States of America,USA
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Mixed,Bronze,Rugby,2016,Japan,JPN
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,Finland,FIN
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Yugoslavia,YUG
Men,Bronze,Swimming,1980,Japan,JPN
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Belgium,BEL
Men,Bronze,Swimming,1980,Spain,ESP
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Australia,AUS
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,France,FRA
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,Israel,ISR
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Norway,NOR
Men,Bronze,Swimming,1980,Denmark,DEN
Men,Bronze,Swimming,1980,Japan,JPN
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Belgium,BEL
Men,Bronze,Swimming,1980,Zimbabwe,ZIM
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Switzerland,SUI
Men,Bronze,Swimming,1980,Colombia,COL
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Mexico,MEX
Men,Bronze,Swimming,1980,Finland,FIN
Men,Bronze,Swimming,1980,Belgium,BEL
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Yugoslavia,YUG
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,France,FRA
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Israel,ISR
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,Norway,NOR
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,France,FRA
Men,Bronze,Swimming,1980,France,FRA
Men,Bronze,Swimming,1980,Japan,JPN
Men,Bronze,Swimming,1980,Spain,ESP
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,France,FRA
Men,Bronze,Swimming,1980,France,FRA
Men,Bronze,Swimming,1980,Israel,ISR
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,Netherlands,NED
Men,Bronze,Swimming,1980,Yugoslavia,YUG
Men,Bronze,Swimming,1980,FR Germany,FRG
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,New Zealand,NZL
Men,Bronze,Swimming,1980,Belgium,BEL
Women,Bronze,Swimming,1980,Argentina,ARG
Women,Bronze,Swimming,1980,Zimbabwe,ZIM
Women,Bronze,Swimming,1980,Belgium,BEL
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Great Britain,GBR
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,Netherlands,NED
Women,Bronze,Swimming,1980,FR Germany,FRG
Women,Bronze,Swimming,1980,Canada,CAN
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,Spain,ESP
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Bahamas,BAH
Women,Bronze,Swimming,1980,Canada,CAN
Women,Bronze,Swimming,1980,Argentina,ARG
Women,Bronze,Swimming,1980,Zimbabwe,ZIM
Women,Bronze,Swimming,1980,Denmark,DEN
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Argentina,ARG
Women,Bronze,Swimming,1980,Canada,CAN
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,Norway,NOR
Women,Bronze,Swimming,1980,France,FRA
Women,Bronze,Swimming,1980,Netherlands,NED
Women,Bronze,Swimming,1980,Great Britain,GBR
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,Denmark,DEN
Women,Bronze,Swimming,1980,Great Britain,GBR
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,Netherlands,NED
Women,Bronze,Swimming,1980,Great Britain,GBR
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Norway,NOR
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,France,FRA
Women,Bronze,Swimming,1980,Great Britain,GBR
Women,Bronze,Swimming,1980,Great Britain,GBR
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Canada,CAN
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Netherlands,NED
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,France,FRA
Men,Bronze,Swimming,1980,Spain,ESP
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,GRONSKY Roman,TCH
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,Sweden,SWE
Men,Bronze,Swimming,1980,Spain,ESP
Men,Bronze,Swimming,1980,Poland,POL
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,United States of America,USA
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Men,Bronze,Swimming,1980,Canada,CAN
Men,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Men,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Men,Bronze,Swimming,1980,France,FRA
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,Australia,AUS
Women,Bronze,Swimming,1980,United States of America,USA
Women,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,Poland,POL
Women,Bronze,Swimming,1980,France,FRA
Women,Bronze,Swimming,1980,Great Britain,GBR
Women,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1980,Sweden,SWE
Women,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1980,FR Germany,FRG
Women,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1980,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1980,Spain,ESP
Men,Bronze,Swimming,1984,Finland,FIN
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Belgium,BEL
Men,Bronze,Swimming,1984,Israel,ISR
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,Hungary,HUN
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,Japan,JPN
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Israel,ISR
Men,Bronze,Swimming,1984,China,CHN
Men,Bronze,Swimming,1984,Israel,ISR
Men,Bronze,Swimming,1984,Yugoslavia,YUG
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,Belgium,BEL
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,Norway,NOR
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Brazil,BRA
Men,Bronze,Swimming,1984,Ireland,IRL
Men,Bronze,Swimming,1984,Norway,NOR
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,Poland,POL
Men,Bronze,Swimming,1984,Israel,ISR
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Italy,ITA
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,Ireland,IRL
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,Norway,NOR
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,Yugoslavia,YUG
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,Belgium,BEL
Men,Bronze,Swimming,1984,Israel,ISR
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,Italy,ITA
Men,Bronze,Swimming,1984,China,CHN
Men,Bronze,Swimming,1984,Poland,POL
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,Norway,NOR
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Switzerland,SUI
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,Spain,ESP
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,Egypt,EGY
Men,Bronze,Swimming,1984,Finland,FIN
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Norway,NOR
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Hong Kong,HKG
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Italy,ITA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Yugoslavia,YUG
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Japan,JPN
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,Finland,FIN
Men,Bronze,Swimming,1984,Poland,POL
Men,Bronze,Swimming,1984,Norway,NOR
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Spain,ESP
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,Poland,POL
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Italy,ITA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,China,CHN
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,Poland,POL
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,Spain,ESP
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Kuwait,KUW
Men,Bronze,Swimming,1984,Israel,ISR
Men,Bronze,Swimming,1984,Poland,POL
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Norway,NOR
Men,Bronze,Swimming,1984,China,CHN
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Italy,ITA
Men,Bronze,Swimming,1984,Poland,POL
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,Spain,ESP
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Denmark,DEN
Men,Bronze,Swimming,1984,Australia,AUS
Men,Bronze,Swimming,1984,New Zealand,NZL
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Iceland,ISL
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Iceland,ISL
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,FR Germany,FRG
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Iceland,ISL
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Spain,ESP
Women,Bronze,Swimming,1984,Yugoslavia,YUG
Women,Bronze,Swimming,1984,Trinidad and Tobago,TTO
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,FR Germany,FRG
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Netherlands,NED
Women,Bronze,Swimming,1984,FR Germany,FRG
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,Finland,FIN
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Israel,ISR
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,Netherlands,NED
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,Netherlands,NED
Women,Bronze,Swimming,1984,Iceland,ISL
Women,Bronze,Swimming,1984,Denmark,DEN
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Denmark,DEN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Spain,ESP
Women,Bronze,Swimming,1984,Spain,ESP
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Iceland,ISL
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,FR Germany,FRG
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Netherlands,NED
Women,Bronze,Swimming,1984,Spain,ESP
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,United States of America,USA
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Finland,FIN
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Australia,AUS
Women,Bronze,Swimming,1984,Sweden,SWE
Women,Bronze,Swimming,1984,Spain,ESP
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,United States of America,USA
Men,Bronze,Swimming,1984,New Zealand,NZL
Men,Bronze,Swimming,1984,Netherlands,NED
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Kuwait,KUW
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,UNKNOWN,UNKNOWN
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,France,FRA
Men,Bronze,Swimming,1984,Canada,CAN
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,UNKNOWN,UNKNOWN
Men,Bronze,Swimming,1984,Great Britain,GBR
Men,Bronze,Swimming,1984,FR Germany,FRG
Men,Bronze,Swimming,1984,Sweden,SWE
Men,Bronze,Swimming,1984,Poland,POL
Women,Bronze,Swimming,1984,Netherlands,NED
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,Canada,CAN
Women,Bronze,Swimming,1984,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1984,France,FRA
Women,Bronze,Swimming,1984,Norway,NOR
Women,Bronze,Swimming,1984,UNKNOWN,UNKNOWN
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Great Britain,GBR
Women,Bronze,Swimming,1984,Norway,NOR
