gender,event,medal,type,year,country,abb,athlete
Men,4x100 m T11-13,Bronze,Athletics,2016,Uzbekistan,UZB,SAHATOV Miran
Men,4x100 m T11-13,Bronze,Athletics,2016,Uzbekistan,UZB,SALIEV Doniyor
Men,4x100 m T11-13,Bronze,Athletics,2016,Uzbekistan,UZB,KHAMRAEV Fakhriddin
Men,4x100 m T11-13,Bronze,Athletics,2016,Uzbekistan,UZB,ABDIRASHIDOV Mansur
Men,4x100 m T42-47,Bronze,Athletics,2016,Japan,JPN,TAGAWA Tomoki
Men,4x100 m T42-47,Bronze,Athletics,2016,Japan,JPN,YAMAMOTO Atsushi
Men,4x100 m T42-47,Bronze,Athletics,2016,Japan,JPN,SATO Keita
Men,4x100 m T42-47,Bronze,Athletics,2016,Japan,JPN,ASHIDA Hajimu
Men,4x400 m T53/54,Bronze,Athletics,2016,Canada,CAN,LAKATOS Brent
Men,4x400 m T53/54,Bronze,Athletics,2016,Canada,CAN,THOM Curtis
Men,4x400 m T53/54,Bronze,Athletics,2016,Canada,CAN,DUPONT Alexandre
Men,4x400 m T53/54,Bronze,Athletics,2016,Canada,CAN,SMYTH Tristan
Women,4x100 m T11-13,Bronze,Athletics,2016,Colombia,COL,RESTREPO MUNOZ Yesenia Maria
Women,4x100 m T11-13,Bronze,Athletics,2016,Colombia,COL,ARANGO BUITRAGO Maritza
Women,4x100 m T11-13,Bronze,Athletics,2016,Colombia,COL,LUNA RODRIGUEZ Sonia Sirley
Women,4x100 m T11-13,Bronze,Athletics,2016,Colombia,COL,GONZALEZ Marcela
Women,4x100 m T35-38,Bronze,Athletics,2016,Australia,AUS,ELKINGTON-JONES Jodi
Women,4x100 m T35-38,Bronze,Athletics,2016,Australia,AUS,PARDY Ella Azura
Women,4x100 m T35-38,Bronze,Athletics,2016,Australia,AUS,CLEAVER Erin
Women,4x100 m T35-38,Bronze,Athletics,2016,Australia,AUS,HOLT Isis
Men,Tournament,Bronze,Basketball,1980,United States of America,USA,UNKNOWN
Women,Tournament,Bronze,Basketball,1980,United States of America,USA,UNKNOWN
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,ANDER Nils
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,ANDERSSON Lars-Gunnar
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,ARKESTEDT Lars
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,BERGLUND Gunnar
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,ENGBUSK Sven
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,JANGBRING Gunnar
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,JOHANSSON Bengt-Gosta
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,JOHANSSON Rolf
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,LINDHOLM Jan
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,LOFSTROM Lars
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,NYSTROM Bengt-Gosta
Men,Tournament,Bronze,Basketball,1984,Sweden,SWE,OLSSON Tommy
Women,Tournament,Bronze,Basketball,1984,Japan,JPN,UNKNOWN
Men,Tournament,Bronze,Basketball,1988,France,FRA,BAYE Philippe
Men,Tournament,Bronze,Basketball,1988,France,FRA,BENAULT Eric
Men,Tournament,Bronze,Basketball,1988,France,FRA,CHAVANNE Lionel
Men,Tournament,Bronze,Basketball,1988,France,FRA,GRADELLE Michel
Men,Tournament,Bronze,Basketball,1988,France,FRA,GRANZOTTO Jean-Luc
Men,Tournament,Bronze,Basketball,1988,France,FRA,GUILLEMAIN Marc
Men,Tournament,Bronze,Basketball,1988,France,FRA,MENCH Michel
Men,Tournament,Bronze,Basketball,1988,France,FRA,NUTTIN Philippe
Men,Tournament,Bronze,Basketball,1988,France,FRA,POINTIN Fabrice
Men,Tournament,Bronze,Basketball,1988,France,FRA,REGNAULT Jean-Yves
Men,Tournament,Bronze,Basketball,1988,France,FRA,REIGNIER Jean
Men,Tournament,Bronze,Basketball,1988,France,FRA,TROLONG Alain
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,BROERSMA-SCHAEFER Yvonne
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,BUURMAN Jorien
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,DE HAAN Theodora
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,DE RIJK Francisca
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,KOK Jolanda
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,MAKKES-KLOK Christina
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,MOSELY Jozima
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,RUITER Marijke
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,SMIT Maaike
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,TIGGELMAN Ingeborg
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,VAN DER LAAN Guda
Women,Tournament,Bronze,Basketball,1988,Netherlands,NED,VAN ES Neeltje
Men,Tournament,Bronze,Basketball,1992,France,FRA,ABOUKIR Jean-Denis
Men,Tournament,Bronze,Basketball,1992,France,FRA,BAYE Philippe
Men,Tournament,Bronze,Basketball,1992,France,FRA,BENAULT Eric
Men,Tournament,Bronze,Basketball,1992,France,FRA,CHAVANNE Lionel
Men,Tournament,Bronze,Basketball,1992,France,FRA,GAUDEFROY Bruno
Men,Tournament,Bronze,Basketball,1992,France,FRA,GENETE Jean-Luc
Men,Tournament,Bronze,Basketball,1992,France,FRA,GRADELLE Michel
Men,Tournament,Bronze,Basketball,1992,France,FRA,GRANZOTTO Jean-Luc
Men,Tournament,Bronze,Basketball,1992,France,FRA,LUBETH Jean-Marie
Men,Tournament,Bronze,Basketball,1992,France,FRA,NUTTIN Philippe
Men,Tournament,Bronze,Basketball,1992,France,FRA,REGNAULT Jean-Yves
Men,Tournament,Bronze,Basketball,1992,France,FRA,REIGNIER Jean
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,BARBIER-KOK Jolanda
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,DE HAAN Theodora
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,DE ZEEUW Jaapje
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,IBRAHIMI Asjoesja
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,MOSELY Jozima
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,PELZER Elisabeth
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,SCHAFER Yvonne
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,SMIT Maaike
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,TIGGELMAN Ingeborg
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,VAN DER LAAN Guda
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,VAN LEEUWEN-LOKKER Marja
Women,Tournament,Bronze,Basketball,1992,Netherlands,NED,YAVUZ Hatige
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,COLTON Reginald
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,GILL Chuck
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,JOHNSON Trooper
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,JUETTE Melvin Sean
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,KAZEE Timothy
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,KNIGHT Roberto
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,MILLER James
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,SCHLAPPI Mike
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,SHEPHERD Mark
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,SHEWMAKE Craig
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,SNOW Randy
Men,Tournament,Bronze,Basketball,1996,United States of America,USA,WALLER Darryl
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,DANSKIN Jamie
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,FONTAINE Pamela
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,HAGEL Susan
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,HERBST Sharon
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,JARVIS Ronda
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,JOHNSON Josie
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,MARTIN Kimberly
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,NUNEZ Ruth
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,STRAN Margaret
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,STUMP Jana
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,TOZER Tiana
Women,Tournament,Bronze,Basketball,1996,United States of America,USA,TYREE-GROSS Renee
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,BARBER Eric
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,BELL Curtis
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,GILL Chuck
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,GLASBRENNER Jeffrey James
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,HERNANDEZ William
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,JOHNSON Lawrence
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,JUETTE Melvin Sean
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,KILEY Daivd Paul
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,SCHLAPPI Mike
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,SCHULTE Paul
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,TEW Steve
Men,Tournament,Bronze,Basketball,2000,United States of America,USA,WALLER William Henry
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,HIROMICHI Naoko
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,HORIKAWA Sayuri
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,KAWAKAMI Rie
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,MASHIKO Megumi
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,MINAMIKAWA Sachiko
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,SAKO Junko
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,SOEDA Tomoe
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,TAKABAYASHI Mika
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,TOMORI Hiromi
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,TSUKAMOTO Kyoko
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,UEMURA Chika
Women,Tournament,Bronze,Basketball,2000,Japan,JPN,YASHIMA Kyoko
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,ADEPITAN Ade
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,BLAKE Andrew
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,BYRNE Matt
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,BYWATER Terry
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,FINBOW Peter
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,HAYES Kevin
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,HOWLEY Fred
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,JELLOWS Stuart
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,MUNN Simon
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,POLLOCK Jonathan
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,PRICE Colin
Men,Tournament,Bronze,Basketball,2004,Great Britain,GBR,THOMAS Sinclair
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,FERGUSON Theresa Lynne
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,ABBOTT Marni
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,BENOIT Chantal
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,GOLDEN Shira
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,KREMPIEN Jennifer
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,KUTROWSKI Linda
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,MCNENEY Arley
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,OHAMA Kendra
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,PEERS Danielle
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,PETTINICCHI Sabrina
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,RADKE Lori
Women,Tournament,Bronze,Basketball,2004,Canada,CAN,TRITTEN Karla
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,BESTWICK Joseph
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,BLAKE Andrew
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,BROWN Simon
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,BYRNE Matthew
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,BYWATER Terence
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,FINBOW Peter
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,HALL Jonathan
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,HAYES Kevin
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,JAMA Abdillah
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,MUNN Simon
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,OROGBEMI Ade
Men,Tournament,Bronze,Basketball,2008,Great Britain,GBR,POLLOCK Jon
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,BURZYNSKI Clare
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,CHAPLIN Shelley
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,CRISPIN Cobi
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,DOMASCHENZ Melanie
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,GAUCI Kylie
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,HALL Melanie
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,HILL Katie
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,KEAN Bridie
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,MCKENZIE Tina
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,O'KELLY-KENNEDY Kathleen
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,STEWART Sarah
Women,Tournament,Bronze,Basketball,2008,Australia,AUS,TESCH Liesl
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,BARBER Eric
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,CHAMBERS Joseph
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,HINZE Nate
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,JENIFER Trevon
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,LADE Jeremy
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,LYNCH Ian
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,NELMS Jason
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,SCHULTE Paul
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,SCOTT Matt
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,SERIO Steven
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,TUREK Joshua
UNKNOWN,Men,Bronze,Basketball,2012,United States of America,USA,WALLER William
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,VAN BERGEN Barbara
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,BEIJER Mariska
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,DE ROOIJ-VERSLOOT Carolina
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,GARNIER Petra
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,HOUWEN Lucie
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,HUITZING Inge
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,KORVER Cher
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,OOSTERBAAN Roos
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,PRONK Saskia
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,TIMMERMAN Sanne
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,VISSER Jitske
UNKNOWN,Women,Bronze,Basketball,2012,Netherlands,NED,WEVERS Miranda
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,BROWN Simon
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,BYWATER Terry
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,CHOUDHRY Gaz
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,JAMA Abdi
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,MUNN Simon
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,OROGBEMI Ade
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,SAGAR Ian
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,MARSH Kyle
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,WARBURTON Gregg
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,BROWN Harry
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,PRATT Phil
UNKNOWN,Men,Bronze,Basketball,2016,Great Britain,GBR,MANNING Lee
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,VAN BERGEN Barbara
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,BEIJER Mariska
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,HOUWEN Lucie
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,HUITZING Inge
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,KORVER Cher
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,OOSTERBAAN Roos
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,TIMMERMAN Sanne
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,VAN LEEUWEN Evelyn
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,DE ROOIJ Carina
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,VISSER Jitske
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,ARTS Ilse
UNKNOWN,Women,Bronze,Basketball,2016,Netherlands,NED,KRAMER Bo
Men,Epee Individual 1C-3,Bronze,Fencing,1980,Italy,ITA,PENNA Massimo
Men,Epee Individual 4-5,Bronze,Fencing,1980,France,FRA,BELLANCE Arthur
Men,Foil Individual 2-3,Bronze,Fencing,1980,France,FRA,BENAMAR M.
Men,Foil Individual 4-5,Bronze,Fencing,1980,France,FRA,PLANCHON C.
Men,Foil Novice Individual,Bronze,Fencing,1980,France,FRA,CORALI J.M.
Men,Sabre Individual 2-3,Bronze,Fencing,1980,FR Germany,FRG,BOHM Hans-Joachim
Men,Sabre Individual 4-5,Bronze,Fencing,1980,Belgium,BEL,WATERBLEY Ronny
Women,Foil Individual 2-3,Bronze,Fencing,1980,Israel,ISR,LEVY Chemda
Women,Foil Individual 4-5,Bronze,Fencing,1980,Israel,ISR,PERETZ Margalit
Women,Foil Novice Individual,Bronze,Fencing,1980,Netherlands,NED,TICHELAAR M.
Mixed,Foil Individual 1A,Bronze,Fencing,1980,Great Britain,GBR,MCLELLAN M.
Mixed,Foil Individual 1B,Bronze,Fencing,1980,UNKNOWN,UNKNOWN,UNKNOWN
Mixed,Foil Individual 1C,Bronze,Fencing,1980,France,FRA,LEROUX
Men,Epee Team,Bronze,Fencing,1980,FR Germany,FRG,UNKNOWN
Men,Foil Team,Bronze,Fencing,1980,Great Britain,GBR,UNKNOWN
Men,Sabre Team,Bronze,Fencing,1980,Italy,ITA,LOI Vittorio
Men,Sabre Team,Bronze,Fencing,1980,Italy,ITA,MOLINARI Renzo
Men,Sabre Team,Bronze,Fencing,1980,Italy,ITA,PECCHENINO Germano
Men,Sabre Team,Bronze,Fencing,1980,Italy,ITA,VENTURI Oliver
Women,Foil Team,Bronze,Fencing,1980,Italy,ITA,BAREGGIE Gabriella
Women,Foil Team,Bronze,Fencing,1980,Italy,ITA,MONACO Irene
Women,Foil Team,Bronze,Fencing,1980,Italy,ITA,SICARI Rosa
Men,Epee Individual 2-3,Bronze,Fencing,1984,France,FRA,BELDJILAU
Men,Epee Individual 4-5,Bronze,Fencing,1984,Kuwait,KUW,AL-SALEH Ahmad Habib
Men,Foil Individual 2-3,Bronze,Fencing,1984,UNKNOWN,UNKNOWN,UNKNOWN
Men,Foil Individual 4-5,Bronze,Fencing,1984,Great Britain,GBR,CLARKE J.
Men,Foil Individual 1B,Bronze,Fencing,1984,Great Britain,GBR,TRAVIS
Men,Foil Individual 1C,Bronze,Fencing,1984,UNKNOWN,UNKNOWN,UNKNOWN
Men,Sabre Individual 2-3,Bronze,Fencing,1984,Great Britain,GBR,DICKINSON Brian
Men,Sabre Individual 4-5,Bronze,Fencing,1984,Belgium,BEL,WATERBLEY Ronny
Women,Foil Individual 2-3,Bronze,Fencing,1984,France,FRA,SEVENO Jannick
Women,Foil Individual 4-5,Bronze,Fencing,1984,France,FRA,LEMOINE Therese
Women,Foil Individual 1C,Bronze,Fencing,1984,UNKNOWN,UNKNOWN,UNKNOWN
Men,Epee Team,Bronze,Fencing,1984,Hong Kong,HKG,UNKNOWN
Men,Foil Team,Bronze,Fencing,1984,Great Britain,GBR,UNKNOWN
Men,Sabre Team,Bronze,Fencing,1984,Great Britain,GBR,UNKNOWN
Women,Foil Team,Bronze,Fencing,1984,Hong Kong,HKG,UNKNOWN
Men,Epee Individual 1C-3,Bronze,Fencing,1988,Hong Kong,HKG,LAU Sik
Men,Epee Individual 4-6,Bronze,Fencing,1988,FR Germany,FRG,LIPINSKI Wilfried
Men,Foil Individual 1C-3,Bronze,Fencing,1988,France,FRA,HENNAERT Andre
Men,Foil Individual 4-6,Bronze,Fencing,1988,Kuwait,KUW,AHMAD Habib A.S.
Men,Sabre Individual 1C-3,Bronze,Fencing,1988,France,FRA,HENNAERT Andre
Men,Sabre Individual 4-6,Bronze,Fencing,1988,Great Britain,GBR,THOMAS Cyril
Women,Epee Individual 1C-3,Bronze,Fencing,1988,Hong Kong,HKG,YUEN Shuk Han
Women,Epee Individual 4-6,Bronze,Fencing,1988,Great Britain,GBR,ROCKETT Suzannah
Women,Foil Individual 1C-3,Bronze,Fencing,1988,France,FRA,SEVENO Jannick
Women,Foil Individual 4-6,Bronze,Fencing,1988,Italy,ITA,GIARRIZZO Rossana
Men,Epee Team,Bronze,Fencing,1988,Italy,ITA,CECCANTI Soriano
Men,Epee Team,Bronze,Fencing,1988,Italy,ITA,LERRE Ernesto
Men,Epee Team,Bronze,Fencing,1988,Italy,ITA,LOA Carlo
Men,Epee Team,Bronze,Fencing,1988,Italy,ITA,ZONGHI Luigi
Men,Foil Team,Bronze,Fencing,1988,Italy,ITA,ALFIERI Giuseppe
Men,Foil Team,Bronze,Fencing,1988,Italy,ITA,CECCANTI Soriano
Men,Foil Team,Bronze,Fencing,1988,Italy,ITA,MASTROFINI Umberto
Men,Foil Team,Bronze,Fencing,1988,Italy,ITA,ZONGHI Luigi
Men,Sabre Team,Bronze,Fencing,1988,Italy,ITA,ALFIERI Giuseppe
Men,Sabre Team,Bronze,Fencing,1988,Italy,ITA,LERRE Ernesto
Men,Sabre Team,Bronze,Fencing,1988,Italy,ITA,MASTROFINI Umberto
Men,Sabre Team,Bronze,Fencing,1988,Italy,ITA,SCARSELLA Pierino
Women,Foil Team,Bronze,Fencing,1988,Israel,ISR,MALCHAN-KATZ Ayala
Women,Foil Team,Bronze,Fencing,1988,Israel,ISR,PERETZ Margalit
Women,Foil Team,Bronze,Fencing,1988,Israel,ISR,LEVY Chemda
Women,Foil Team,Bronze,Fencing,1988,Israel,ISR,TASSA-SAID Rachel
Men,Epee Individual 2,Bronze,Fencing,1992,Germany,GER,BARTMANN Uwe
Men,Epee Individual 3-4,Bronze,Fencing,1992,France,FRA,LACHAUD Christian
Men,Foil Individual 2,Bronze,Fencing,1992,France,FRA,HENNAERT Andre
Men,Foil Individual 3-4,Bronze,Fencing,1992,France,FRA,CITERNE Robert
Men,Sabre Individual 2,Bronze,Fencing,1992,France,FRA,HENNAERT Andre
Men,Sabre Individual 3-4,Bronze,Fencing,1992,Germany,GER,LIPINSKI Wilfried
Women,Epee Individual 2,Bronze,Fencing,1992,Spain,ESP,HASSEN BEY Gema Victoria
Women,Epee Individual 3-4,Bronze,Fencing,1992,Italy,ITA,PRESUTTO Laura
Women,Foil Individual 2,Bronze,Fencing,1992,Germany,GER,WEBER Esther
Women,Foil Individual 3-4,Bronze,Fencing,1992,Italy,ITA,PRESUTTO Laura
Men,Epee Team,Bronze,Fencing,1992,Italy,ITA,CECCANTI Soriano
Men,Epee Team,Bronze,Fencing,1992,Italy,ITA,LERRE Ernesto
Men,Epee Team,Bronze,Fencing,1992,Italy,ITA,LOA Carlo
Men,Foil Team,Bronze,Fencing,1992,Germany,GER,KEMPF Wolfgang
Men,Foil Team,Bronze,Fencing,1992,Germany,GER,LEICHT Dieter
Men,Foil Team,Bronze,Fencing,1992,Germany,GER,MILLER Maximilian
Men,Foil Team,Bronze,Fencing,1992,Germany,GER,SPIESS Guenter
Men,Sabre Team,Bronze,Fencing,1992,Great Britain,GBR,BRADLEY Jack
Men,Sabre Team,Bronze,Fencing,1992,Great Britain,GBR,DAVIES Kevin
Men,Sabre Team,Bronze,Fencing,1992,Great Britain,GBR,DICKINSON Brian
Men,Sabre Team,Bronze,Fencing,1992,Great Britain,GBR,HEATON David
Women,Epee Team,Bronze,Fencing,1992,Spain,ESP,BAZALO Francisca
Women,Epee Team,Bronze,Fencing,1992,Spain,ESP,HASSEN BEY Gema Victoria
Women,Epee Team,Bronze,Fencing,1992,Spain,ESP,PEREZ Cristina
Men,Epee Individual A,Bronze,Fencing,1996,Germany,GER,LIPINSKI Wilfried
Men,Epee Individual B,Bronze,Fencing,1996,Korea,KOR,PARK Tae Hoon
Men,Foil Individual A,Bronze,Fencing,1996,Hong Kong,HKG,CHAN Kam Loi
Men,Foil Individual B,Bronze,Fencing,1996,France,FRA,DURAND Pascal
Men,Sabre Individual A,Bronze,Fencing,1996,Hong Kong,HKG,TAI Yan Yun
Men,Sabre Individual B,Bronze,Fencing,1996,France,FRA,DURAND Pascal
Women,Epee Individual A,Bronze,Fencing,1996,France,FRA,BELGODERE-PARALITICI Sophie
Women,Epee Individual B,Bronze,Fencing,1996,Germany,GER,WEBER-KRANZ Esther
Women,Foil Individual A,Bronze,Fencing,1996,France,FRA,PICOT Patricia
Women,Foil Individual B,Bronze,Fencing,1996,Germany,GER,WEBER-KRANZ Esther
Men,Epee Team,Bronze,Fencing,1996,France,FRA,BELLANCE Arthur
Men,Epee Team,Bronze,Fencing,1996,France,FRA,CITERNE Robert
Men,Epee Team,Bronze,Fencing,1996,France,FRA,LACHAUD Christian
Men,Epee Team,Bronze,Fencing,1996,France,FRA,ROSIER Jean
Men,Foil Team,Bronze,Fencing,1996,Italy,ITA,ALFIERI Giuseppe
Men,Foil Team,Bronze,Fencing,1996,Italy,ITA,CECCANTI Soriano
Men,Foil Team,Bronze,Fencing,1996,Italy,ITA,PELLEGRINI Alberto
Men,Foil Team,Bronze,Fencing,1996,Italy,ITA,SERAFINI Alberto
