gender,event,medal,type,year,country,abb,athlete
Men,Sabre Team,Bronze,Fencing,1996,Germany,GER,BARTMANN Uwe
Men,Sabre Team,Bronze,Fencing,1996,Germany,GER,KEMPF Wolfgang
Men,Sabre Team,Bronze,Fencing,1996,Germany,GER,LIPINSKI Wilfried
Men,Sabre Team,Bronze,Fencing,1996,Germany,GER,MILLER Maximilian
Women,Epee Team,Bronze,Fencing,1996,Spain,ESP,BAZALO Francisca
Women,Epee Team,Bronze,Fencing,1996,Spain,ESP,HASSEN BEY Gema Victoria
Women,Epee Team,Bronze,Fencing,1996,Spain,ESP,PEREZ Cristina
Women,Foil Team,Bronze,Fencing,1996,Germany,GER,HERTRICH Monika
Women,Foil Team,Bronze,Fencing,1996,Germany,GER,JACOB Jutta
Women,Foil Team,Bronze,Fencing,1996,Germany,GER,SCHWARZ Silke
Women,Foil Team,Bronze,Fencing,1996,Germany,GER,WEBER-KRANZ Esther
Men,Epee Individual A,Bronze,Fencing,2000,Italy,ITA,PELLEGRINI Alberto
Men,Epee Individual B,Bronze,Fencing,2000,Spain,ESP,LAMATA Daniel
Men,Foil Individual A,Bronze,Fencing,2000,France,FRA,CITERNE Robert
Men,Foil Individual B,Bronze,Fencing,2000,Hungary,HUN,SZEKERES Pal
Men,Sabre Individual A,Bronze,Fencing,2000,Germany,GER,KEMPF Wolfgang
Men,Sabre Individual B,Bronze,Fencing,2000,France,FRA,DURAND Pascal
Women,Epee Individual A,Bronze,Fencing,2000,Hungary,HUN,KRAJNYAK Zsuzsanna
Women,Epee Individual B,Bronze,Fencing,2000,Germany,GER,WEBER-KRANZ Esther
Women,Foil Individual A,Bronze,Fencing,2000,Hungary,HUN,KRAJNYAK Zsuzsanna
Women,Foil Individual B,Bronze,Fencing,2000,France,FRA,VAN DE CAPPELLE Murielle
Men,Epee Team,Bronze,Fencing,2000,Hong Kong,HKG,CHUNG Ting Ching
Men,Epee Team,Bronze,Fencing,2000,Hong Kong,HKG,KWONG Wai Ip
Men,Epee Team,Bronze,Fencing,2000,Hong Kong,HKG,TAI Yan Yun
Men,Foil Team,Bronze,Fencing,2000,Italy,ITA,CECCANTI Soriano
Men,Foil Team,Bronze,Fencing,2000,Italy,ITA,MARI Gerardo
Men,Foil Team,Bronze,Fencing,2000,Italy,ITA,PELLEGRINI Alberto
Men,Foil Team,Bronze,Fencing,2000,Italy,ITA,SERAFINI Alberto
Men,Sabre Team,Bronze,Fencing,2000,Hong Kong,HKG,CHAN Kam Loi
Men,Sabre Team,Bronze,Fencing,2000,Hong Kong,HKG,FUNG Ying Ki
Men,Sabre Team,Bronze,Fencing,2000,Hong Kong,HKG,HUI Charn Hung
Men,Sabre Team,Bronze,Fencing,2000,Hong Kong,HKG,TAI Yan Yun
Women,Epee Team,Bronze,Fencing,2000,France,FRA,BELGODERE Sophie
Women,Epee Team,Bronze,Fencing,2000,France,FRA,PICOT Patricia
Women,Epee Team,Bronze,Fencing,2000,France,FRA,VAN DE CAPPELLE Murielle
Women,Foil Team,Bronze,Fencing,2000,Germany,GER,HILLINGER Carmen
Women,Foil Team,Bronze,Fencing,2000,Germany,GER,SCHWARZ Silke
Women,Foil Team,Bronze,Fencing,2000,Germany,GER,STOLLWERCK Waltraud
Women,Foil Team,Bronze,Fencing,2000,Germany,GER,WEBER-KRANZ Esther
Men,Epee Individual A,Bronze,Fencing,2004,Hong Kong,HKG,KWONG Wai Ip
Men,Epee Individual B,Bronze,Fencing,2004,United States of America,USA,RODGERS John
Men,Foil Individual A,Bronze,Fencing,2004,Poland,POL,PENDER Dariusz
Men,Foil Individual B,Bronze,Fencing,2004,Ukraine,UKR,KOMAR Andriy
Men,Sabre Individual A,Bronze,Fencing,2004,Poland,POL,JABLONSKI Arkadiusz
Men,Sabre Individual B,Bronze,Fencing,2004,Hungary,HUN,SZEKERES Pal
Women,Epee Individual A,Bronze,Fencing,2004,Hungary,HUN,KRAJNYAK Zsuzsanna
Women,Epee Individual B,Bronze,Fencing,2004,Poland,POL,WYRZYKOWSKA Marta
Women,Foil Individual A,Bronze,Fencing,2004,France,FRA,PICOT Patricia
Women,Foil Individual B,Bronze,Fencing,2004,Thailand,THA,JANA Saysunee
Men,Epee Team,Bronze,Fencing,2004,China,CHN,ZHANG Lei
Men,Epee Team,Bronze,Fencing,2004,China,CHN,HU Daoliang
Men,Epee Team,Bronze,Fencing,2004,China,CHN,ZHANG Chong
Men,Foil Team,Bronze,Fencing,2004,Poland,POL,CZOP Piotr
Men,Foil Team,Bronze,Fencing,2004,Poland,POL,MAKOWSKI Stefan
Men,Foil Team,Bronze,Fencing,2004,Poland,POL,PENDER Dariusz
Men,Foil Team,Bronze,Fencing,2004,Poland,POL,WALISIEWICZ Tomasz
Men,Sabre Team,Bronze,Fencing,2004,France,FRA,MORE Cyril
Men,Sabre Team,Bronze,Fencing,2004,France,FRA,DURAND Pascal
Men,Sabre Team,Bronze,Fencing,2004,France,FRA,EL ASSINE Moez
Women,Epee Team,Bronze,Fencing,2004,France,FRA,ASSMANN Emmanuelle
Women,Epee Team,Bronze,Fencing,2004,France,FRA,MAGNAT Sylvie
Women,Epee Team,Bronze,Fencing,2004,France,FRA,MEYER Sylviane
Women,Epee Team,Bronze,Fencing,2004,France,FRA,PICOT Patricia
Women,Foil Team,Bronze,Fencing,2004,Poland,POL,FRELIK Renata
Women,Foil Team,Bronze,Fencing,2004,Poland,POL,POLASIK Jadwiga
Women,Foil Team,Bronze,Fencing,2004,Poland,POL,WITOS Dagmara
Women,Foil Team,Bronze,Fencing,2004,Poland,POL,WYRZYKOWSKA Marta
Men,Epee Individual A,Bronze,Fencing,2008,Poland,POL,STANCZUK Radoslaw
Men,Epee Individual B,Bronze,Fencing,2008,Ukraine,UKR,SHENKEVYCH Serhiy
Men,Foil Individual A,Bronze,Fencing,2008,Poland,POL,PENDER Dariusz
Men,Foil Individual B,Bronze,Fencing,2008,Hungary,HUN,SZEKERES Pal
Men,Sabre Individual A,Bronze,Fencing,2008,Italy,ITA,PELLEGRINI Alberto
Men,Sabre Individual B,Bronze,Fencing,2008,Ukraine,UKR,SHENKEVYCH Serhiy
Women,Epee Individual A,Bronze,Fencing,2008,Hong Kong,HKG,FAN Pui Shan
Women,Epee Individual B,Bronze,Fencing,2008,Thailand,THA,JANA Saysunee
Women,Foil Individual A,Bronze,Fencing,2008,Hong Kong,HKG,FAN Pui Shan
Women,Foil Individual B,Bronze,Fencing,2008,China,CHN,YE Hua
Men,Epee Individual Cat. A,Bronze,Fencing,2012,Italy,ITA,BETTI Matteo
Men,Epee Individual Cat. B,Bronze,Fencing,2012,France,FRA,LATRECHE Alim
Men,Foil Individual Cat. A,Bronze,Fencing,2012,Hungary,HUN,OSVATH Richard
Men,Foil Individual Cat. B,Bronze,Fencing,2012,France,FRA,LATRECHE Alim
Men,Sabre Individual Cat. A,Bronze,Fencing,2012,Hong Kong,HKG,CHAN Wing Kin
Men,Sabre Individual Cat. B,Bronze,Fencing,2012,Italy,ITA,SARRI Alessio
Women,Epee Individual Cat. A,Bronze,Fencing,2012,China,CHN,WU Baili
Women,Epee Individual Cat. B,Bronze,Fencing,2012,Hong Kong,HKG,CHAN Yui Chong
Women,Foil Individual Cat. A,Bronze,Fencing,2012,Hungary,HUN,KRAJNYAK Zsuzsanna
Women,Foil Individual Cat. B,Bronze,Fencing,2012,Poland,POL,MAKOWSKA Marta
Men,Foil Team Cat. Open,Bronze,Fencing,2012,Hong Kong,HKG,CHAN Wing Kin
Men,Foil Team Cat. Open,Bronze,Fencing,2012,Hong Kong,HKG,CHUNG Ting Ching
Men,Foil Team Cat. Open,Bronze,Fencing,2012,Hong Kong,HKG,WONG Tang Tat
Women,Epee Team Cat. Open,Bronze,Fencing,2012,Hong Kong,HKG,CHAN Yui Chong
Women,Epee Team Cat. Open,Bronze,Fencing,2012,Hong Kong,HKG,FAN Pui Shan
Women,Epee Team Cat. Open,Bronze,Fencing,2012,Hong Kong,HKG,YU Chui Yee
Men,Individual Epee Cat. A,Bronze,Fencing,2016,China,CHN,TIAN Jianquan
Men,Individual Epee Cat. B,Bronze,Fencing,2016,Ukraine,UKR,NAUMENKO Oleg
Men,Individual Foil Cat. A,Bronze,Fencing,2016,China,CHN,SUN Gang
Men,Individual Foil Cat. B,Bronze,Fencing,2016,France,FRA,VALET Maxime
Men,Individual Sabre Cat. A,Bronze,Fencing,2016,China,CHN,TIAN Jianquan
Men,Individual Sabre Cat. B,Bronze,Fencing,2016,Poland,POL,CASTRO Adrian
Women,Individual Epee Cat. A,Bronze,Fencing,2016,Ukraine,UKR,BREUS Yevheniia
Women,Individual Epee Cat. B,Bronze,Fencing,2016,Hong Kong,HKG,CHAN Yui Chong
Women,Individual Foil Cat. A,Bronze,Fencing,2016,Hungary,HUN,KRAJNYAK Zsuzsanna
Women,Individual Foil Cat. B,Bronze,Fencing,2016,China,CHN,YAO Fang
Men,Epee Team,Bronze,Fencing,2016,Poland,POL,PENDER Dariusz
Men,Epee Team,Bronze,Fencing,2016,Poland,POL,RZASA Kamil
Men,Epee Team,Bronze,Fencing,2016,Poland,POL,NALEWAJEK Michal
Men,Foil Team,Bronze,Fencing,2016,France,FRA,LEMOINE Ludovic
Men,Foil Team,Bronze,Fencing,2016,France,FRA,TOKATLIAN Damien
Men,Foil Team,Bronze,Fencing,2016,France,FRA,VALET Maxime
Women,Epee Team,Bronze,Fencing,2016,Hungary,HUN,DANI Gyongyi
Women,Epee Team,Bronze,Fencing,2016,Hungary,HUN,KRAJNYAK Zsuzsanna
Women,Epee Team,Bronze,Fencing,2016,Hungary,HUN,VERES Amarilla
Women,Foil Team,Bronze,Fencing,2016,Italy,ITA,TRIGILIA Loredana
Women,Foil Team,Bronze,Fencing,2016,Italy,ITA,VIO Beatrice
Women,Foil Team,Bronze,Fencing,2016,Italy,ITA,MOGOS Andreea
Men,-75 kg,Bronze,Powerlifting,1984,Great Britain,GBR,BELL Keith
Men,-82.5 kg,Bronze,Powerlifting,1984,United States of America,USA,BECKE Tom
Men,-52 kg,Bronze,Powerlifting,1988,Finland,FIN,AALTO Raimo
Men,-56 kg,Bronze,Powerlifting,1988,United States of America,USA,MCDONALD Douglas
Men,-67.5 kg,Bronze,Powerlifting,1988,United States of America,USA,BUTERBAUGH David
Men,-67.5 kg - coed,Bronze,Powerlifting,1988,Norway,NOR,SKJELVIK Mons
Men,-75 kg,Bronze,Powerlifting,1988,Korea,KOR,SHIM Myung Sun
Men,-82.5 kg,Bronze,Powerlifting,1988,United States of America,USA,WHITEMAN Lynn
Men,-90 kg,Bronze,Powerlifting,1988,Great Britain,GBR,MACKENZI Fred
Men,-100 kg,Bronze,Powerlifting,1988,Australia,AUS,FARRELL Michael
Men,+100 kg,Bronze,Powerlifting,1988,Sweden,SWE,KARREBERG Nils
Men,-48 kg,Bronze,Powerlifting,1992,Egypt,EGY,ELSDEK Talaat
Men,-52 kg,Bronze,Powerlifting,1992,Poland,POL,GREN Andrzej
Men,-56 kg,Bronze,Powerlifting,1992,Egypt,EGY,FARAG Abd Elmonem
Men,-60 kg,Bronze,Powerlifting,1992,Korea,KOR,SHIN Dae Heon
Men,-67.5 kg,Bronze,Powerlifting,1992,Belgium,BEL,MUYLLE Carl
Men,-75 kg,Bronze,Powerlifting,1992,Egypt,EGY,ELERAKI Mossad
Men,-82.5 kg,Bronze,Powerlifting,1992,Poland,POL,MALISZEWSKI Miroslaw
Men,-90 kg,Bronze,Powerlifting,1992,Poland,POL,SALA Janusz
Men,-100 kg,Bronze,Powerlifting,1992,Sweden,SWE,LECK Tommy
Men,+100 kg,Bronze,Powerlifting,1992,Switzerland,SUI,BATTISTINI Alfredo
Men,-48 kg,Bronze,Powerlifting,1996,Great Britain,GBR,PEDDLE Anthony
Men,-52 kg,Bronze,Powerlifting,1996,Nigeria,NGR,SULOLA Johnson
Men,-56 kg,Bronze,Powerlifting,1996,Korea,KOR,YOON Sang Jin
Men,-60 kg,Bronze,Powerlifting,1996,Iran,IRI,AKBARI Allahbakhsh
Men,-67.5 kg,Bronze,Powerlifting,1996,Iran,IRI,ZEYNAL SIAVOSHANI
Men,-75 kg,Bronze,Powerlifting,1996,Egypt,EGY,FARAG Abd Elmonem
Men,-82.5 kg,Bronze,Powerlifting,1996,China,CHN,ZHOU Jiahua
Men,-90 kg,Bronze,Powerlifting,1996,Norway,NOR,GYLAND Frank
Men,-100 kg,Bronze,Powerlifting,1996,Nigeria,NGR,AKUTAEKWE Patrick
Men,+100 kg,Bronze,Powerlifting,1996,United States of America,USA,COOPER Pernell
Men,-48 kg,Bronze,Powerlifting,2000,Thailand,THA,MARASRI Thongsa
Men,-52 kg,Bronze,Powerlifting,2000,China,CHN,WANG Jian
Men,-56 kg,Bronze,Powerlifting,2000,Nigeria,NGR,DAVOU Stephen
Men,-60 kg,Bronze,Powerlifting,2000,Netherlands,NED,PARNIAN Taqy
Men,-67.5 kg,Bronze,Powerlifting,2000,Iran,IRI,AKBARI Allahbakhsh
Men,-75 kg,Bronze,Powerlifting,2000,Egypt,EGY,ABD EL AAL El Sayed
Men,-82.5 kg,Bronze,Powerlifting,2000,Egypt,EGY,HAMED Mostafa
Men,-90 kg,Bronze,Powerlifting,2000,China,CHN,WU Ya Dong
Men,-100 kg,Bronze,Powerlifting,2000,Great Britain,GBR,SLATER Nicholas
Men,+100 kg,Bronze,Powerlifting,2000,Libya,LBA,HAMED Abdelrahim
Women,-40 kg,Bronze,Powerlifting,2000,Mexico,MEX,CERERO GABRIEL Laura
Women,-44 kg,Bronze,Powerlifting,2000,Chinese Taipei,TPE,LU Li Hua
Women,-48 kg,Bronze,Powerlifting,2000,China,CHN,ZHANG Xia
Women,-52 kg,Bronze,Powerlifting,2000,Nigeria,NGR,NNAJI Patricia
Women,-56 kg,Bronze,Powerlifting,2000,South Africa,RSA,GROBBELAAR Mokie
Women,-60 kg,Bronze,Powerlifting,2000,Ukraine,UKR,OSMANOVA Lyudmyla
Women,-67.5 kg,Bronze,Powerlifting,2000,Egypt,EGY,ALI Nadia
Women,-75 kg,Bronze,Powerlifting,2000,Nigeria,NGR,OGUNBAMOWO Kike Adedeji
Women,-82.5 kg,Bronze,Powerlifting,2000,Philippines,PHI,DUMAPONG Adeline
Women,+82.5 kg,Bronze,Powerlifting,2000,Nigeria,NGR,IGBINEHIN Faith
Men,-48 kg,Bronze,Powerlifting,2004,Nigeria,NGR,ISHAKU Ruel
Men,-52 kg,Bronze,Powerlifting,2004,Iran,IRI,CHALTOUKKAR Gholamhossein
Men,-56 kg,Bronze,Powerlifting,2004,India,IND,SINGH RAHELU Rajinder
Men,-60 kg,Bronze,Powerlifting,2004,China,CHN,YU Jian
Men,-67.5 kg,Bronze,Powerlifting,2004,Iran,IRI,MOHAMMADI Hamzeh
Men,-75 kg,Bronze,Powerlifting,2004,Iran,IRI,BOROMAND GHAREHLAR Reza
Men,-82.5 kg,Bronze,Powerlifting,2004,Iraq,IRQ,HUSSIN Thaair
Men,-90 kg,Bronze,Powerlifting,2004,China,CHN,WU Ya Dong
Men,-100 kg,Bronze,Powerlifting,2004,China,CHN,LI Bing
Men,+100 kg,Bronze,Powerlifting,2004,Hungary,HUN,SZAVAI Csaba
Women,-40 kg,Bronze,Powerlifting,2004,Mexico,MEX,CERERO GABRIEL Laura
Women,-44 kg,Bronze,Powerlifting,2004,China,CHN,XIAO Cuijuan
Women,-48 kg,Bronze,Powerlifting,2004,Ukraine,UKR,KISEOLAR Olena
Women,-52 kg,Bronze,Powerlifting,2004,China,CHN,YANG Yan
Women,-56 kg,Bronze,Powerlifting,2004,China,CHN,HUO Zhenling
Women,-60 kg,Bronze,Powerlifting,2004,Egypt,EGY,ALY Amany
Women,-67.5 kg,Bronze,Powerlifting,2004,Mexico,MEX,DIAZ VILCHIS Catalina
Women,-75 kg,Bronze,Powerlifting,2004,Nigeria,NGR,OGUNBAMOWO Kike Adedeji
Women,-82.5 kg,Bronze,Powerlifting,2004,Egypt,EGY,ABD ELATY Hend
Women,+82.5 kg,Bronze,Powerlifting,2004,Nigeria,NGR,ANOZIE Grace
Men,-48 kg,Bronze,Powerlifting,2008,Laos,LAO,SIMAY Eay
Men,-52 kg,Bronze,Powerlifting,2008,Thailand,THA,KASANUN Narong
Men,-56 kg,Bronze,Powerlifting,2008,Korea,KOR,JUNG Keum-Jong
Men,-60 kg,Bronze,Powerlifting,2008,Egypt,EGY,IBRAHIM Shaaban
Men,-67.5 kg,Bronze,Powerlifting,2008,China,CHN,WU Maoshun
Men,-75 kg,Bronze,Powerlifting,2008,Jordan,JOR,ALJUNEIDI Mutaz Zakaria Daoud
Men,-82.5 kg,Bronze,Powerlifting,2008,Iraq,IRQ,AL-ALI Thaer
Men,-90 kg,Bronze,Powerlifting,2008,Poland,POL,ROGALA Ryszard
Men,-100 kg,Bronze,Powerlifting,2008,Iran,IRI,SADEGHZADEHSALMANI Ali
Men,+100 kg,Bronze,Powerlifting,2008,China,CHN,LI Bing
Women,-40 kg,Bronze,Powerlifting,2008,Mexico,MEX,CERERO GABRIEL Laura
Women,-44 kg,Bronze,Powerlifting,2008,Egypt,EGY,OTEIFY Zeinab
Women,-48 kg,Bronze,Powerlifting,2008,France,FRA,GHAZOUANI Souhad
Women,-52 kg,Bronze,Powerlifting,2008,Thailand,THA,ANON Somkhoun
Women,-56 kg,Bronze,Powerlifting,2008,Malaysia,MAS,SIOW Lee Chan
Women,-60 kg,Bronze,Powerlifting,2008,Nigeria,NGR,IGBITI Patience Aghimile
Women,-67.5 kg,Bronze,Powerlifting,2008,Syria,SYR,ALSHIKH Rasha
Women,-75 kg,Bronze,Powerlifting,2008,China,CHN,ZHANG Liping
Women,-82.5 kg,Bronze,Powerlifting,2008,Mexico,MEX,BARCENAS Perla Patricia
Women,+82.5 kg,Bronze,Powerlifting,2008,Egypt,EGY,ALI Nadia
Men,-48 kg,Bronze,Powerlifting,2012,Egypt,EGY,ABDELMAGID Taha
Men,-52 kg,Bronze,Powerlifting,2012,Russia,RUS,KRIVULYA Vladimir
Men,-56 kg,Bronze,Powerlifting,2012,China,CHN,WANG Jian
Men,-60 kg,Bronze,Powerlifting,2012,China,CHN,YANG Quanxi
Men,-67.5 kg,Bronze,Powerlifting,2012,Egypt,EGY,IBRAHIM Shaaban
Men,-75 kg,Bronze,Powerlifting,2012,China,CHN,HU Peng
Men,-82.5 kg,Bronze,Powerlifting,2012,Egypt,EGY,MATHANA Metwaly
Men,-90 kg,Bronze,Powerlifting,2012,Greece,GRE,MAMALOS Pavlos
Men,-100 kg,Bronze,Powerlifting,2012,Iran,IRI,SADEGHZADEHSALMANI Ali
Men,+100 kg,Bronze,Powerlifting,2012,Korea,KOR,CHUN Keun Bae
Women,-40 kg,Bronze,Powerlifting,2012,Great Britain,GBR,NEWSON Zoe
Women,-44 kg,Bronze,Powerlifting,2012,Ukraine,UKR,SOLOVIOVA Lidiia
Women,-48 kg,Bronze,Powerlifting,2012,China,CHN,SHI Shanshan
Women,-52 kg,Bronze,Powerlifting,2012,China,CHN,XIAO Cuijuan
Women,-56 kg,Bronze,Powerlifting,2012,Turkey,TUR,BECERIKLI Ozlem
Women,-60 kg,Bronze,Powerlifting,2012,Egypt,EGY,MAHMOUD Amal
Women,-67.5 kg,Bronze,Powerlifting,2012,Nigeria,NGR,NNEJI Victoria
Women,-75 kg,Bronze,Powerlifting,2012,Chinese Taipei,TPE,LIN Tzu-Hui
Women,-82.5 kg,Bronze,Powerlifting,2012,China,CHN,XU Yanmei
Women,+82.5 kg,Bronze,Powerlifting,2012,Mexico,MEX,BARCENAS Perla Patricia
Men,-49 kg,Bronze,Powerlifting,2016,Hungary,HUN,TUNKEL Nandor
Men,-54 kg,Bronze,Powerlifting,2016,Greece,GRE,BAKOCHRISTOS Dimitrios
Men,-59 kg,Bronze,Powerlifting,2016,China,CHN,YANG Quanxi
Men,-65 kg,Bronze,Powerlifting,2016,Egypt,EGY,IBRAHIM Shaaban
Men,-72 kg,Bronze,Powerlifting,2016,Nigeria,NGR,INNOCENT Nnamdi
Men,-80 kg,Bronze,Powerlifting,2016,Uzbekistan,UZB,BOZOROV Akhror
Men,-88 kg,Bronze,Powerlifting,2016,Mongolia,MGL,ENKHBAYAR Sodnompiljee
Men,-97 kg,Bronze,Powerlifting,2016,Mexico,MEX,CASTILLO CASTILLO Jose de Jesus
Men,-107 kg,Bronze,Powerlifting,2016,Iran,IRI,SADEGHZADEHSALMANI Ali
Men,+107 kg,Bronze,Powerlifting,2016,Jordan,JOR,ELSHEBLI Jamil
Women,-41 kg,Bronze,Powerlifting,2016,Indonesia,INA,WIDIASIH Ni Nengah
Women,-45 kg,Bronze,Powerlifting,2016,Great Britain,GBR,NEWSON Zoe
Women,-50 kg,Bronze,Powerlifting,2016,Vietnam,VIE,DANG Thi Linh Phuong
Women,-55 kg,Bronze,Powerlifting,2016,China,CHN,XIAO Cuijuan
Women,-61 kg,Bronze,Powerlifting,2016,China,CHN,YANG Yan
Women,-67 kg,Bronze,Powerlifting,2016,Egypt,EGY,MAHMOUD Amal
Women,-73 kg,Bronze,Powerlifting,2016,Egypt,EGY,ALI Amany
Women,-79 kg,Bronze,Powerlifting,2016,Chinese Taipei,TPE,LIN Tzu-Hui
Women,-86 kg,Bronze,Powerlifting,2016,Mexico,MEX,DIAZ VILCHIS Catalina
Women,+86 kg,Bronze,Powerlifting,2016,Netherlands,NED,TUINFORT Melaica
Mixed,Wheelchair Rugby,Bronze,Rugby,1996,UNKNOWN,UNKNOWN,UNKNOWN
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,SHARMAN Grant
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,GUTHRIE Stephen
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,HOWE Tony
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,JOHNSON Timothy
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,LEEFE Paul
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,MCMURRAY Gary
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,MUSCHAMP Justin
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,OUGHTON Bill
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,PALMER Curtis
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,TAYLOR Sholto
Mixed,Wheelchair Rugby,Bronze,Rugby,2000,New Zealand,NZL,TINKER Geremy
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,CHUNN Clifton
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,COHN Andy
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,GLOOR Sam
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,GROULX Will
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,HOGSETT Scott
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,KIRKLAND Bryan
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,LUJANO Bob
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,LYDUCH Norman
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,NELSON Lynn
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,POPPEN Brent
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,ROMERO Wayne
Mixed,Wheelchair Rugby,Bronze,Rugby,2004,United States of America,USA,ZUPAN Mark
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,CHAN Ian
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,CRONE Jason
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,FUNK Jared
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,HICKING Garrett
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,HIRSCHFIELD Trevor
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,LAVOIE Fabien
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,LUANGKHAMDENG Say
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,PARADIS Daniel
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,SCHMUTZ Erika
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,SIMARD Patrice
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,WHITEHEAD Mike
Mixed,Wheelchair Rugby,Bronze,Rugby,2008,Canada,CAN,WILLSIE David
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,AOKI Chuck
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,COHN Andy
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,COHN Chad
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,DELAGRAVE Joe
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,GROULX Will
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,HELTON Derrick
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,HOGSETT Scott
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,MCBRIDE Seth
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,REGIER Jason
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,SCATURRO Adam
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,SPRINGER Nicholas
Mixed,Wheelchair Rugby,Bronze,Rugby,2012,United States of America,USA,SUMNER Chance
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,IKEZAKI Daisuke
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,KANNO Kazuhiko
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,KISHI Kotaro
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,NAKAZATO Shin
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,SHIMAKAWA Shinichi
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,SHOJI Takeshi
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,WAKAYAMA Hidefumi
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,HAGA Masayuki
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,IKE Yukinobu
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,IMAI Tomoaki
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,NORIMATSU Seiya
Mixed,Wheelchair Rugby,Bronze,Rugby,2016,Japan,JPN,YAMAGUCHI Takahisa
Men,25 m Freestyle 1A,Bronze,Swimming,1980,FR Germany,FRG,TIETZE H.
Men,25 m Freestyle 1B,Bronze,Swimming,1980,Finland,FIN,MAKI Eero
Men,25 m Freestyle 1C,Bronze,Swimming,1980,United States of America,USA,OCKVIRK Robert
Men,50 m Freestyle CP C,Bronze,Swimming,1980,Netherlands,NED,SCHUIVENS C.
Men,50 m Freestyle E1,Bronze,Swimming,1980,Yugoslavia,YUG,ZABEV Vangel
Men,50 m Freestyle F,Bronze,Swimming,1980,Japan,JPN,INOSHITA Shoji
Men,50 m Freestyle J,Bronze,Swimming,1980,Netherlands,NED,DE HOOP Gerrie
